job_posting_id,title,company,text,gold_role_1,gold_role_2,gold_role_3,date,url
321639,Data Analyst (Business),라이너(Liner),"• 사업의 성장, 수익성, 운영 효율을 이해하기 위해 핵심 사업 지표(KPI)를 정의하고 관리해요 • 매출, 비용, 공헌이익, LTV 등 손익 구조를 데이터 기반으로 분석하고 인사이트를 도출해요 • 다양한 조직(Finance, Marketing, Business)에서 발생하는 데이터를 통합해 Standard Metric 체계를 만들고, 실질적인 사업 성과를 측정 및 기회 영역을 발굴하기 위한 분석을 지원해요 • 사업 성과 모니터링을 효율적으로 하기 위해 필요한 대시보드를 구성하고 자동화 해요 • 데이터 흐름을 이해하고, 사업 분석에 필요한 데이터가 정확히 쌓일 수 있는 환경을 유지해요 • Business Analysis, Data Analysis, FP&A, Strategy 등 사업 및 손익 관련 분석 경험을 5년 이상 보유하신 분 • 매출, 비용, 마케팅 효율, LTV, 리텐션 등 프로덕트 기반의 핵심 지표를 깊이 이해하는 분 • 지표 정의 표준화, 데이터 마트 설계 등으로 지속가능한 KPI 체계를 구축해본 경험이 있는 분 • SQL 기반의 데이터 추출, 정제를 능숙하게 수행할 수 있는 분 • Spreadsheet, Looker, Tableau 등 BI 도구를 사용해 자동화된 대시보드를 운영해본 경험이 있는 분 • 어려운 지표 또는 분석 결과를 쉽게 설명하고 설득력있게 스토리텔링할 수 있는 분 • 여러 조직의 이해관계자와 협업하며 문제를 구조화하고 데이터 기반의 의사결정을 지원한 경험이 있는 분 • Subscription 기반 서비스의 수익 구조를 분석해본 경험이 있는 분 • 파트너십 모델(전략적 제휴, 프로모션, Referral 등)의 성과 분석 체계를 설계하고 운영한 경험이 있는 분 • 재무 모델링(FP&A)를 포함해 사업 지표에 대한 시뮬레이션 모델을 구성할 수 있는 분 • SQL과 Python을 활용한 지표 자동화 파이프라인 구축 경험이 있는 분 • IR 목적의 데이터 리포팅 또는 투자 유치 과정에서의 Data Room 구성 경험이 있는 분 • 복잡한 비즈니스 로직으로 인한 지표 정합성 문제를 해결한 경험이 있는 분",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.02.04,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=321639&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun
302164,Backend Engineer (AI Platform Application),마키나락스,"• 다양한 ​AI Agent ​및 AI 플랫폼 기능을 사용자가 쉽게 활용할 수 있도록 어플리케이션 형태로 구현합니다. • REST API·DB 스키마 설계 및 구현하며 성능을 최적화합니다. • OIDC/OAuth2 기반 인증·인가 연동 및 보안 정책을 적용합니다. • 마키나락스의 플랫폼(Kubernetes 기반)에서의 서비스 배포 및 운영을 지원합니다. • 효율적인 협업을 위해 팀 내외부와의 기술 공유·코드 리뷰·아키텍처 토론에 적극 참여합니다. • 5년 이상의 ML/DS 관련 경력 또는 그에 준하는 역량을 갖추신 분 • CS 기초 지식(자료구조, 운영체제, 컴퓨터 시스템 아키텍처 등)이 탄탄하고 Git 을 활용한 버전 관리 및 코드 협업 경험이 있는 분 • REST API 에 대한 이해가 깊으며, 어플리케이션을 위한 API 및 DB 디자인에 능숙하신 분 • Kubernetes 및 컨테이너 환경에서의 애플리케이션 개발 및 운영 경험이 있는 분 • OIDC/OAuth2 기반 SSO의 원리를 이해하고 있으며, Keycloak 등 외부 IdP와의 인증 흐름을 백엔드에 통합할 수 있는 분 • Github/Gitlab Action 등을 이용한 CI/CD 기술로 고객에게 서비스를 배포한 경험이 있는 분 • Python에 능숙하고, FastAPI를 사용한 Async API 서버를 개발하실 수 있는 분 • Istio 기반 서비스 메쉬의 동작 원리를 이해하고 활용할 수 있는 분 • MLOps 또는 AI/ML 플랫폼 관련 개발 경험 • RDBMS의 성능 및 트랜잭션을 모두를 고려하여 활용할 수 있는 분 • 확장성과 유지보수를 고려한 아키텍처 설계 능력이 있는 분 • CI/CD 도구를 활용한 서비스 배포 자동화 또는 운영 경험이 있는 분",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.02.12,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=302164&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun
152033,[CTO] AI Scientist_음성인식/합성 경력채용,엘지유플러스,"- 음성 AI 핵심 기술(STT, TTS, 화자인식, 음성향상) 선행 연구 및 기술 검증 - 실시간 대화 환경을 고려한 음성 AI 모델 구조 및 추론 방식 연구 - 저지연·경량화·응답 안정성을 중심으로 한 음성 AI 기술 방향성 연구 - End-to-End Speech LLM 및 음성·멀티모달 파운데이션 모델 구조 연구 - 음성 신호 기반 이벤트 검출 기술(Sound Event Detection) 연구 - 대규모 음성·멀티모달 데이터 활용 전략 수립 및 연구 결과 공유 기술 문서, 리포트, 내부 세미나를 통한 연구 결과 공유 [전공] - 인공지능 관련 전공 [필수 사항] - 석사 이상 - 관련 직무 경력 2년 이상 석사~박사 경력 (24)개월",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.02.05,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=152033&infoTypeCd=OEW&infoTypeGroup=tb_workinfoopen
319759,AI SW Engineer - Agentic AI(3년 이상),엣지크로스,"· 산업용 LLM 기반 AI Agent 시스템 설계 및 개발 · Multi-AI Agent Orchestration 기반의 기계 지능화(AX, AI Transformation) 플랫폼 개발 · RAG(Retrieval-Augmented Generation) 파이프라인 설계 및 최적화 · Prompt Engineering 및 멀티모달 데이터 프로세싱 알고리즘 개발을 통한 AI Agent 성능 향상 · 기계와 현장이 실시간으로 상호작용할 수 있는 Agentic AI 아키텍처 구현 · 학력 : 컴퓨터공학, 전자공학, 인공지능 관련 학사 이상 또는 이에 준하는 경력 · AI Agent 개발 또는 AI 모델 개발 경험 3년 이상 · 산업 현장, 기계, IoT 등 물리적 세계에 AI를 연결하는 일에 열정을 가지신 분 · Agentic AI 시스템 개발 전문가로의 커리어를 만들어가고 싶은 분 · AI 관련 석사 또는 박사학위 소지자 · LLM 기반 AI Agent 시스템 개발 또는 서비스 운영 경험 · MLOps / LLMOps 구축 및 운영 경험 · RAG, Vector DB, Prompt Engineering 경험 · 예지 보전 알고리즘, 시계열 분석, 신호 처리 분야 지식 · 산업 AI, OT/IT 융합, Smart Factory 등 산업 지능화 프로젝트 경험",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.02.10,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=319759&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun
290649,AI 개발자,아일리스,"금융, 유통, 물류, 제조 등 다양한 산업 환경에서 활용 가능한 B2B 특화형 AI Agent 시스템의 기획 및 개발 클라우드 및 온프레미스 환경 모두에 적용 가능한 경량화된 AI 모델 및 에이전트 설계 LLM 및 Generative AI 기술 기반의 도메인 맞춤형 에이전트 구현 RAG, 멀티모달 모델, MCP 구조 등 최신 AI 아키텍처 적용 및 실험 사내 AI 파이프라인 구축 및 성능 최적화 전반 3년~5년 AI, ML, DS 관련 시스템 개발 및 운영 경험 LLM, Generative AI, AI Agent 관련 시스템 개발 및 운영 경험 다양한 도메인(금융, 유통, 물류, 제조 등)에 맞는 맞춤형 AI 모델 개발 경험 RAG, 멀티모달 모델, MCP(Model-Chaining Pipeline 등) 관련 설계 또는 구현 경험 모델 경량화, 추론 최적화 등 효율적 운영을 위한 기술 적용 경험 Python, PyTorch, TensorFlow, Hugging Face Transformers 등 ML 라이브러리 실무 역량 프로젝트 요구사항 분석 및 문제 해결 능력 소프트웨어공학, 컴퓨터공학 또는 관련 전공자 다양한 직군 및 이해관계자와 원활한 커뮤니케이션 역량 관련 포트폴리오 제출 필수 (담당 역할 및 기여도 명시) LLM API(OpenAI, Claude, Gemini 등) 및 LangChain, LlamaIndex 등의 LLM 프레임워크 경험 대규모 사용자 대상 B2B SaaS 또는 AI 서비스 구축/운영 경험 Vector DB, 검색 인덱싱, 텍스트 임베딩 처리 등 RAG 구성요소에 대한 실무 경험 MLOps 및 CI/CD 파이프라인 구축 경험 영어 또는 일본어 가능자",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.01.01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=290649&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun
151639,[지주부문] Physical AI Expert 경력 채용,두산,"[VLA / Robot Foundation Model 연구 및 아키텍처 설계] - 최신 VLA 모델(RT-x, OpenVLA, Octo 등) 및 Multimodal LLM 아키텍처 리서치 및 내재화 - Vision, LLM, Action을 결합한 End-to-End 제어 모델 설계 및 구현 - Physical World 판단을 위한 Agentic AI 기반 추론(Reasoning) 및 계획(Planning) 개발 [Embodied AI 데이터 파이프라인 구축 및 학습 최적화] - 로봇 구동 데이터(Trajectory, Sensor)와 비전/언어 데이터 정렬(Alignment) 및 처리 프로세스 구축 - Sim-to-Real 연계를 위한 시뮬레이션 데이터 생성 적용 - VLA 모델 개선을 위한 Fine-tuning 및 경량화(Quantization/Distillation) 수행 [PoC 추진 및 현장 적용 시스템 구현] - 개발된 VLA 모델과 - 학력 : 컴퓨터공학, 로봇공학, 인공지능, 기계공학 등 관련 분야 학사 이상 (혹은 이에 준하는 실무 경력 보유자) - VLA/Multimodal 이해 : Transformer 기반 VLM(Vision Language Model) 또는 VLA 모델 구조에 대한 이해 - 개발 역량 : Python 및 Deep Learning Framework(PyTorch, JAX 등) 활용 역량 보유, 로봇 제어, Kinematics/Dynamics에 대한 지식 및 ROS/ROS2 미들웨어 사용 경험 보유 - 문제 해결 : 리서치 및 검증 역량, 빠른 신기술 학습 및 프로젝트 적용 경험 보유",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.02.03,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=151639&infoTypeCd=OEW&infoTypeGroup=tb_workinfoopen
338308,데이터 엔지니어,래브라도랩스,"주요 업무 (Responsibilities) * 데이터 파이프라인 설계 및 운영: 대용량 정형/비정형 데이터를 수집, 변환, 저장하는 확장 가능한 ETL/ELT 파이프라인을 구축합니다. * AI 학습용 데이터셋 고도화: LLM(대규모 언어 모델) 및 다양한 AI 모델 학습을 위한 데이터 클렌징, 레이블링 전략 수립 및 품질 관리(QA)를 담당합니다. * 데이터 거버넌스 수립: 데이터의 보안, 프라이버시, 무결성을 유지하며 효율적인 데이터 활용을 위한 표준 가이드를 제시합니다. * 벡터 데이터베이스 최적화: RAG(검색 증강 생성) 시스템 구축을 위한 임베딩 데이터 처리 및 벡터 DB 운영을 지원합니다. 자격 요건 (Qualifications) * 경력: 데이터 처리 또는 데이터 엔지니어링 관련 실무 경력 3년 이상 * 기술 스택: * Python, Go 중 하나 이상의 언어에 능숙하신 분 * SQL 및 NoSQL 데이터베이스에 대한 깊은 이해와 쿼리 최적화 경험이 있으신 분 * Spark, Flink, Kafka, iceberg 등 빅데이터 처리 프레임워크 활용 능력을 갖추신 분 * 문제 해결 능력: 복잡한 데이터 구조를 분석하고, 비즈니스 요구사항에 맞는 데이터 스키마를 설계할 수 있는 역량 우대 사항 (Preferred Qualifications) * AI 프로젝트 실무 경험: * LLM 파인튜닝 또는 RAG 시스템 구축을 위한 데이터 전처리 경험이 있으신 분 * LangChain, LlamaIndex 등 AI 오케스트레이션 도구 사용 경험이 있으신 분 * 클라우드 네이티브 환경: AWS, GCP, Azure 등 클라우드 운영 경험 * AI 협업 능력: Prompt Engineering에 익숙하거나, AI 모델러와의 원활한 소통을 통해 데이터 요건을 정의할 수 있는 분 * Mlopps/DataOps: 데이터 품질을 자동으로 검증하고 배포하는 CI/CD 파이프라인 구축 경험 * 컴퓨터 또는 인공지능 관련 전공자, 석박사 학위자 우대",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.01.29,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=338308&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun
2601280003945,AI Agent 개발,써치스퀘어,"1) SVMS 에 활용 가능한 AI 에이전트 아이템 및 사례 발굴 2) AI 에이전트 아키텍쳐 설계 및 개발 3) MCP(Model Context Protocol) 설계 및 개발 4) AI 에이전트 평가 지표 정의 및 자동화 평가 시스템 구축 5) 다양한 언어 모델 및 데이터 연동 6) AI 에이전트 성능 모니터링 및 디버깅 7) AI 에이전트 배포 및 운영 환경 구축 1) 컴퓨터, 전산, AI 관련 박사학위 이상 2) AI 엔지니어경력3년이상(석사기간제외) 3) Python 및 관련 라이브러리 활용 능력 - Langchain, Langgraph, FastAPI, OpenAI 등 4) RAG, Agent, MCP 전체 워크플로우에 대한 기본 지식 5) RESTFul API 등 외부 연동 기술 개발 능력 6) Model(LLM, Embedding, Re-ranking) 및 VectorDB 활용 경험 7) 프롬프트 엔지니어링 8) Git, Jira등 협업 도구 활용 능력 1) End-to-End 에이전트 설계 및 운영 경험 2) AI 에이전트 워크플로우에 대한 설계 및 개발 경험 3) MCP 도구의 제작, 배포 적용 경험 4) 에이전트 평가 지표 수립 및 자동화 평가 시스템 구축 경험 5) 에이전트 고도화를 적용한 성능 향상 경험 6) 온프레미스, 클라우드 플랫폼을 활용한 프로젝트 경험",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.01.28,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2601280003945&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun
535275,AI Agent Engineer 채용,현대캐피탈,"·AI Agent 설계·개발 및 RAG 구현·최적화 ·Prompt/Context Engineering 및 AI Agent 평가·검증 ·다기능 팀 협업 및 최신 기술 트렌드 연구 (1) 경험 ·Python 개발 라이브러리 활용 및 Git·Docker・Kubernetes 등 DevOps 도구 사용 능력 · RAG·LLM 파인튜닝 · 벡터 DB 경험, Prompt/Context Engineering 및 최적화 수행 · 생성형 AI 모델 · 애플리케이션 평가·검증 방법론 이해, 성능 최적화·확장성 설계 사고 . 혁신적 문제 해결·원활한 커뮤니케이션, 데이터 프라이버시 ·보안 준수 인식 (2) 기술/역량 ·AI Agent·RAG 기술 기획·실행 ·관리 역량 ·Python 기반 개발·DevOps 프로세스 실무 역량 · 협업 ·커뮤니케이션·문제해결 능력 · 컴퓨터 공학/사이언스, 산업공학, 인공지능, ·석사 학위 우대 (LLM, AI Agent 연구 경험자) ·AI/ML 기반 애플리케이션 개발 1년 이상의 경험 ·기업 내 멀티 에이전트 시스템 개발 경험자 소프트웨어 공학 또는 관련 분야 학사 이상",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.01.08,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=535275&infoTypeCd=CAT&infoTypeGroup=tb_workinfogubun
332679,R&D 인공지능 엔지니어,스타버스랩,"R&D / 연구 보고서 작성 • AI 모델 개발 • 음성 및 영상 데이터 학습 • 경력 무관 • 대학교졸업(4년)이상 • 컴퓨터 공학, 인공지능, 데이터사이언스 등 관련 분야 학사 이상 또는 이에 준하는 역량 보유자 • PyTorch, TensorFlow 등을 활용한 Deep Learning 모델 구현 및 트러블 슈팅 경험 • Hugging Face Transformers, LangChain 등 LLM 관련 생태계 및 라이브러리 능숙자 • sLLM 또는 70B 이상급 대형 모델 Fine-tuning(Instruction Tuning) 경험 • Multi-GPU 환경(DeepSpeed, ZeRO 등)에서의 분산 학습 및 메모리 최적화 경험 • Audio(Librosa/openSMILE) 또는 Vision(OpenCV/MediaPipe) 기반 감정/행동 분석 경험 • 헬스케어 도메인 데이터 처리 및 비식별화 경험 • Linux 환경 개발 및 Docker/Container 기반 배포 경험 • 커뮤니케이션 능력",인공지능서비스구현,인공지능플랫폼구축,인공지능학습데이터구축,2026.01.06,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=332679&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun
